Model,Variable,Estimate,Std. Error,t value,Pr(>|t|),Confidence Interval (lower bound): 2.5%,Confidence Interval (upper bound): 97.5%
fm_all_ptb_2014to2018,pop_per_sqr_mile,0.000405098,0.000824385,0.491394227,0.623417162,-0.001210666,0.002020862
fm_all_ptb_2014to2018,poverty,0.051206675,0.027759193,1.844674484,0.065824051,-0.003200344,0.105613694
fm_all_ptb_2014to2018,white,-0.04217942,0.023315101,-1.809102999,0.071185627,-0.087876178,0.003517339
fm_hor_ptb_2014to2018,acres_ag_land_per_sqr_mile,-0.001556606,0.000793314,-1.962156784,0.050437162,-0.003111473,-1.74E-06
fm_hor_ptb_2014to2018,all_hormone_wells_2014to2018,1.447680861,0.849738239,1.703678608,0.089217825,-0.217775485,3.113137206
fm_hor_ptb_2014to2018,asian,-0.137578807,0.201260566,-0.68358551,0.494632718,-0.532042267,0.256884654
fm_hor_ptb_2014to2018,ba,-0.042177637,0.027259093,-1.547286885,0.122584866,-0.095604478,0.011249204
fm_hor_ptb_2014to2018,black,0.041476128,0.028945801,1.432889261,0.152670564,-0.0152566,0.098208856
fm_hor_ptb_2014to2018,drug_death_per_100000,0.003430401,0.00158782,2.160447677,0.031331249,0.000318332,0.00654247
fm_hor_ptb_2014to2018,fertilizer_per_sqr_mile,0.000136,0.003714315,0.036615035,0.970810221,-0.007143923,0.007415923
fm_hor_ptb_2014to2018,herbicide_per_sqr_mile,-0.002916704,0.002946254,-0.98997017,0.322787157,-0.008691255,0.002857848
fm_hor_ptb_2014to2018,hispanic,0.01082648,0.011207993,0.965960612,0.334647535,-0.011140783,0.032793743
fm_hor_ptb_2014to2018,hs,0.001097779,0.027175918,0.040395295,0.967798135,-0.052166041,0.054361599
fm_hor_ptb_2014to2018,insecticide_per_sqr_mile,0.001779568,0.002287762,0.777863809,0.437109144,-0.002704364,0.0062635
fm_hor_ptb_2014to2018,insured,0.059489378,0.027739971,2.144536423,0.032591855,0.005120034,0.113858723
fm_hor_ptb_2014to2018,marital,-0.045709302,0.025236167,-1.811261646,0.070850324,-0.095171282,0.003752677
fm_hor_ptb_2014to2018,maternal_care_code,-0.08133158,0.21621417,-0.376162115,0.706995809,-0.505103566,0.342440407
fm_hor_ptb_2014to2018,multiracial,-0.050718301,0.055523452,-0.913457279,0.361552343,-0.159542267,0.058105665
fm_hor_ptb_2014to2018,native,-0.018755133,0.029576649,-0.634119604,0.526365233,-0.076724301,0.039214034
fm_hor_ptb_2014to2018,pacific,-0.530684991,0.863918076,-0.614276985,0.539381528,-2.223933305,1.162563323
fm_hor_ptb_2014to2018,pop_per_sqr_mile,0.000394312,0.000823387,0.478890223,0.632278402,-0.001219498,0.002008122
fm_hor_ptb_2014to2018,poverty,0.051674992,0.027763869,1.861231641,0.063444851,-0.002741192,0.106091176
fm_hor_ptb_2014to2018,white,-0.039470038,0.023584539,-1.673555626,0.094999733,-0.085694884,0.006754809
fm_est_ptb_2014to2018,acres_ag_land_per_sqr_mile,-0.001605453,0.000792358,-2.026170501,0.043410499,-0.003158447,-5.25E-05
fm_est_ptb_2014to2018,all_est_wells_2014to2018,2.128600637,1.483358961,1.434986873,0.152072248,-0.778729503,5.035930776
fm_est_ptb_2014to2018,asian,-0.143100254,0.201608808,-0.709791678,0.478246886,-0.538246257,0.252045748
fm_est_ptb_2014to2018,ba,-0.041940372,0.027288694,-1.536913841,0.125105021,-0.09542523,0.011544486
fm_est_ptb_2014to2018,black,0.039236957,0.028873891,1.358907825,0.174941531,-0.01735483,0.095828744
fm_est_ptb_2014to2018,drug_death_per_100000,0.003495243,0.001592034,2.195457427,0.028704575,0.000374914,0.006615573
fm_est_ptb_2014to2018,fertilizer_per_sqr_mile,5.76E-05,0.0037275,0.015453025,0.987678465,-0.007248165,0.007363368
fm_est_ptb_2014to2018,herbicide_per_sqr_mile,-0.002923027,0.002952324,-0.990076638,0.322735184,-0.008709475,0.002863421
fm_est_ptb_2014to2018,hispanic,0.011128141,0.011217452,0.992038238,0.321778591,-0.01085766,0.033113942
fm_est_ptb_2014to2018,hs,0.001918113,0.027191546,0.070540774,0.943798502,-0.051376338,0.055212564
fm_est_ptb_2014to2018,insecticide_per_sqr_mile,0.001832754,0.002295587,0.798381598,0.425122827,-0.002666513,0.006332021
fm_est_ptb_2014to2018,insured,0.058302885,0.027753069,2.100772547,0.0362863,0.00390787,0.112697901
fm_est_ptb_2014to2018,marital,-0.045490826,0.025283769,-1.799210613,0.072738958,-0.095046103,0.004064451
fm_est_ptb_2014to2018,maternal_care_code,-0.065432087,0.21614234,-0.302726836,0.762255408,-0.489063289,0.358199115
fm_est_ptb_2014to2018,multiracial,-0.053974319,0.05549207,-0.972649229,0.33131547,-0.162736779,0.05478814
fm_est_ptb_2014to2018,native,-0.021341522,0.029473473,-0.724092514,0.469432216,-0.079108468,0.036425425
fm_est_ptb_2014to2018,pacific,-0.550100694,0.864566117,-0.636273714,0.52496194,-2.244619147,1.144417758
fm_est_ptb_2014to2018,pop_per_sqr_mile,0.000379277,0.00082426,0.460141884,0.645664404,-0.001236244,0.001994797
fm_est_ptb_2014to2018,poverty,0.049919446,0.027727064,1.800387034,0.072552786,-0.0044246,0.104263493
fm_est_ptb_2014to2018,white,-0.042503901,0.023381074,-1.817876333,0.069830949,-0.088329964,0.003322162
fm_test_ptb_2014to2018,acres_ag_land_per_sqr_mile,-0.001589792,0.000794035,-2.002169196,0.0459412,-0.003146072,-3.35E-05
fm_test_ptb_2014to2018,all_test_wells_2014to2018,1.861210815,1.349052146,1.379643345,0.168467222,-0.782882805,4.505304436
fm_test_ptb_2014to2018,asian,-0.130900558,0.201474822,-0.649711745,0.516251359,-0.525783954,0.263982837
fm_test_ptb_2014to2018,ba,-0.040700786,0.027317291,-1.489927604,0.137031337,-0.094241693,0.012840121
fm_test_ptb_2014to2018,black,0.040109928,0.028977919,1.384154875,0.167082792,-0.01668575,0.096905606
fm_test_ptb_2014to2018,drug_death_per_100000,0.003410809,0.001589704,2.145562359,0.032509277,0.000295046,0.006526571
fm_test_ptb_2014to2018,fertilizer_per_sqr_mile,0.000443375,0.003710589,0.119489138,0.904947834,-0.006829246,0.007715996
fm_test_ptb_2014to2018,herbicide_per_sqr_mile,-0.003153569,0.002943347,-1.071422999,0.284625299,-0.008922423,0.002615284
fm_test_ptb_2014to2018,hispanic,0.011433626,0.01120541,1.020366596,0.308171357,-0.010528574,0.033395825
fm_test_ptb_2014to2018,hs,0.001136974,0.027221104,0.041768091,0.966704413,-0.05221541,0.054489357
fm_test_ptb_2014to2018,insecticide_per_sqr_mile,0.001752331,0.002291788,0.7646129,0.444952921,-0.002739492,0.006244153
fm_test_ptb_2014to2018,insured,0.059907731,0.027799386,2.155001929,0.031757892,0.005421935,0.114393526
fm_test_ptb_2014to2018,marital,-0.045400789,0.025297162,-1.794698873,0.073456593,-0.094982316,0.004180738
fm_test_ptb_2014to2018,maternal_care_code,-0.08787233,0.217015047,-0.404913534,0.685757522,-0.513214006,0.337469347
fm_test_ptb_2014to2018,multiracial,-0.050423553,0.055688253,-0.905461208,0.365766163,-0.159570524,0.058723418
fm_test_ptb_2014to2018,native,-0.020514007,0.029590829,-0.693255569,0.488551514,-0.078510965,0.037482952
fm_test_ptb_2014to2018,pacific,-0.550543085,0.864785094,-0.636624161,0.524733824,-2.245490725,1.144404554
fm_test_ptb_2014to2018,pop_per_sqr_mile,0.00035513,0.000823503,0.431242796,0.666524152,-0.001258907,0.001969167
fm_test_ptb_2014to2018,poverty,0.05083425,0.027819208,1.827307604,0.068398442,-0.003690395,0.105358896
fm_test_ptb_2014to2018,white,-0.04182956,0.023513545,-1.778955904,0.07600632,-0.087915261,0.004256142
fm_all_lbw,acres_ag_land_per_sqr_mile,0.000885023,0.000673706,1.313662282,0.189782727,-0.000435418,0.002205463
fm_all_lbw,all_wells,0.231120987,0.222203401,1.040132536,0.298964942,-0.204389677,0.666631651
fm_all_lbw,asian,-0.141037975,0.174740598,-0.807127692,0.420117117,-0.483523253,0.201447303
fm_all_lbw,ba,-0.00703605,0.022592843,-0.311428281,0.755652369,-0.051317209,0.037245108
fm_all_lbw,black,0.084172249,0.02358581,3.568766578,0.000406415,0.037944912,0.130399586
fm_all_lbw,drug_death_per_100000,0.000547739,0.001342119,0.408115179,0.68342776,-0.002082766,0.003178245
fm_all_lbw,fertilizer_per_sqr_mile,-0.005113739,0.003140647,-1.628243796,0.10433365,-0.011269295,0.001041816
fm_all_lbw,herbicide_per_sqr_mile,0.0002004,0.002499399,0.080179307,0.93613847,-0.004698332,0.005099132
fm_all_lbw,hispanic,0.013611411,0.00929314,1.464673031,0.143868569,-0.004602808,0.03182563
fm_all_lbw,hs,0.014786897,0.023344343,0.633425298,0.526851559,-0.030967174,0.060540969
fm_all_lbw,insecticide_per_sqr_mile,0.000860042,0.001982455,0.433826698,0.664669895,-0.003025498,0.004745582
fm_all_lbw,insured,0.049023091,0.022981738,2.1331324,0.033578592,0.003979711,0.09406647
fm_all_lbw,marital,-0.042435743,0.02173912,-1.952045138,0.051695051,-0.085043635,0.000172149
fm_all_lbw,maternal_care_code,0.048625343,0.178651602,0.272179721,0.785637313,-0.301525363,0.398776049
fm_all_lbw,multiracial,-0.009635995,0.045350666,-0.212477487,0.831852825,-0.098521667,0.079249676
fm_all_lbw,native,-0.021903556,0.024121948,-0.908034263,0.36445761,-0.069181705,0.025374594
fm_all_lbw,pacific,-0.5246425,0.707451303,-0.741595214,0.45880821,-1.911221574,0.861936574
fm_all_lbw,pop_per_sqr_mile,-0.000131842,0.000680691,-0.193689278,0.846526636,-0.001465972,0.001202287
fm_all_lbw,poverty,0.076480527,0.023618874,3.238110629,0.00131319,0.030188385,0.12277267
fm_all_lbw,white,0.010843106,0.01903827,0.569542598,0.569337355,-0.026471217,0.048157429
fm_hor_lbw,acres_ag_land_per_sqr_mile,0.000891722,0.000672483,1.326015025,0.185661655,-0.00042632,0.002209764
fm_hor_lbw,all_hormone_wells,0.617242287,0.51497338,1.198590667,0.231462646,-0.392086991,1.626571564
fm_hor_lbw,asian,-0.138653377,0.174574176,-0.794237615,0.427571781,-0.480812474,0.20350572
fm_hor_lbw,ba,-0.007222169,0.022582741,-0.319809247,0.749295416,-0.051483528,0.037039189
fm_hor_lbw,black,0.085383456,0.023655826,3.609404894,0.00034962,0.039018888,0.131748024
fm_hor_lbw,drug_death_per_100000,0.000519502,0.001340551,0.387528332,0.698590377,-0.002107931,0.003146934
fm_hor_lbw,fertilizer_per_sqr_mile,-0.005116733,0.003136544,-1.631328073,0.103681237,-0.011264246,0.001030781
fm_hor_lbw,herbicide_per_sqr_mile,0.000204105,0.002496085,0.081770196,0.934874155,-0.00468813,0.005096341
fm_hor_lbw,hispanic,0.013524523,0.009283385,1.456852584,0.146014445,-0.004670577,0.031719623
fm_hor_lbw,hs,0.01451546,0.023337193,0.621988263,0.534336845,-0.031224597,0.060255517
fm_hor_lbw,insecticide_per_sqr_mile,0.000851501,0.001979586,0.430141067,0.667346183,-0.003028415,0.004731418
fm_hor_lbw,insured,0.049204763,0.022970706,2.142065724,0.032847634,0.004183006,0.09422652
fm_hor_lbw,marital,-0.042339531,0.021725774,-1.948815818,0.052081156,-0.084921265,0.000242203
fm_hor_lbw,maternal_care_code,0.0429319,0.178720967,0.240217478,0.810296153,-0.307354758,0.393218558
fm_hor_lbw,multiracial,-0.009314214,0.045316954,-0.205534862,0.837268532,-0.098133811,0.079505383
fm_hor_lbw,native,-0.020644864,0.0242017,-0.853033658,0.394198533,-0.068079324,0.026789595
fm_hor_lbw,pacific,-0.517038665,0.707210475,-0.731095881,0.465188371,-1.903145725,0.869068395
fm_hor_lbw,pop_per_sqr_mile,-0.000130417,0.000679805,-0.191845023,0.847969993,-0.001462811,0.001201977
fm_hor_lbw,poverty,0.077148656,0.023628919,3.265009926,0.001197835,0.030836825,0.123460487
fm_hor_lbw,white,0.012308821,0.019183454,0.641637403,0.521510265,-0.025290057,0.049907699
fm_est_lbw,acres_ag_land_per_sqr_mile,0.000852555,0.000670976,1.270620485,0.204670753,-0.000462533,0.002167643
fm_est_lbw,all_est_wells,0.845649667,0.905563963,0.933837588,0.351003338,-0.929223087,2.620522421
fm_est_lbw,asian,-0.139848934,0.174771441,-0.800181848,0.424124509,-0.482394663,0.202696795
fm_est_lbw,ba,-0.006962304,0.022599267,-0.308076562,0.758199329,-0.051256054,0.037331445
fm_est_lbw,black,0.084090797,0.023613269,3.561167156,0.000417953,0.037809641,0.130371953
fm_est_lbw,drug_death_per_100000,0.000560703,0.001343488,0.41734877,0.676668024,-0.002072484,0.00319389
fm_est_lbw,fertilizer_per_sqr_mile,-0.005136535,0.003146638,-1.632388209,0.103457741,-0.011303833,0.001030762
fm_est_lbw,herbicide_per_sqr_mile,0.000182738,0.002500631,0.073076903,0.941784841,-0.004718409,0.005083886
fm_est_lbw,hispanic,0.013888214,0.009278398,1.496833218,0.1352985,-0.004297111,0.032073539
fm_est_lbw,hs,0.014963701,0.023348392,0.64088787,0.521996612,-0.030798307,0.06072571
fm_est_lbw,insecticide_per_sqr_mile,0.000866553,0.001985042,0.436541478,0.662701321,-0.003024058,0.004757165
fm_est_lbw,insured,0.048385147,0.022967484,2.106680336,0.035825466,0.003369705,0.093400589
fm_est_lbw,marital,-0.042181843,0.021768093,-1.937783124,0.053418571,-0.084846521,0.000482835
fm_est_lbw,maternal_care_code,0.052455886,0.178645317,0.293631465,0.769205962,-0.297682501,0.402594273
fm_est_lbw,multiracial,-0.011174491,0.045288767,-0.246738682,0.805248801,-0.099938843,0.077589861
fm_est_lbw,native,-0.022256127,0.024126913,-0.922460642,0.356896037,-0.069544007,0.025031752
fm_est_lbw,pacific,-0.530958788,0.707518832,-0.750451809,0.453464808,-1.917670218,0.855752642
fm_est_lbw,pop_per_sqr_mile,-0.000150464,0.000679855,-0.221317716,0.824968479,-0.001482956,0.001182028
fm_est_lbw,poverty,0.075897099,0.023591195,3.21717903,0.001409983,0.029659206,0.122134993
fm_est_lbw,white,0.010404014,0.019029993,0.546716637,0.584906572,-0.026894088,0.047702116
fm_test_lbw,acres_ag_land_per_sqr_mile,0.000863531,0.000672835,1.283421986,0.200156278,-0.000455201,0.002182264
fm_test_lbw,all_test_wells,0.710107906,0.79650695,0.89152757,0.373231926,-0.851017029,2.271232841
fm_test_lbw,asian,-0.131410549,0.174719547,-0.752122766,0.452460646,-0.473854569,0.21103347
fm_test_lbw,ba,-0.006572365,0.022606401,-0.290730265,0.771422293,-0.050880097,0.037735367
fm_test_lbw,black,0.084683988,0.023717445,3.570535826,0.000403772,0.038198649,0.131169326
fm_test_lbw,drug_death_per_100000,0.000510525,0.001341695,0.380507282,0.703789631,-0.002119149,0.003140198
fm_test_lbw,fertilizer_per_sqr_mile,-0.00493636,0.003132571,-1.575817086,0.115931902,-0.011076087,0.001203368
fm_test_lbw,herbicide_per_sqr_mile,6.89E-05,0.002493132,0.027637801,0.977966096,-0.004817545,0.004955354
fm_test_lbw,hispanic,0.014018476,0.009270972,1.512082669,0.131375774,-0.004152295,0.032189247
fm_test_lbw,hs,0.014689853,0.023358974,0.628874061,0.529823793,-0.031092894,0.060472599
fm_test_lbw,insecticide_per_sqr_mile,0.00080848,0.001980996,0.408117827,0.683425818,-0.0030742,0.00469116
fm_test_lbw,insured,0.049299185,0.023020925,2.141494591,0.032893954,0.004179002,0.094419368
fm_test_lbw,marital,-0.042305066,0.021765861,-1.94364314,0.05270466,-0.084965369,0.000355237
fm_test_lbw,maternal_care_code,0.04025077,0.179274697,0.224520087,0.822477927,-0.311121178,0.391622719
fm_test_lbw,multiracial,-0.009358274,0.045439172,-0.205951679,0.836943166,-0.098417414,0.079700866
fm_test_lbw,native,-0.021652091,0.024252615,-0.89277344,0.372565124,-0.069186343,0.025882162
fm_test_lbw,pacific,-0.533215949,0.707546671,-0.753612406,0.451566512,-1.919981941,0.853550043
fm_test_lbw,pop_per_sqr_mile,-0.000163582,0.000679182,-0.240852368,0.809804402,-0.001494754,0.001167589
fm_test_lbw,poverty,0.076443198,0.023689312,3.226906558,0.001364207,0.030012998,0.122873397
fm_test_lbw,white,0.01097304,0.01919073,0.571788558,0.56781622,-0.0266401,0.04858618
fm_all_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.000865876,0.000672921,1.286741834,0.198997538,-0.000453025,0.002184777
fm_all_lbw_2014to2018,all_wells_2014to2018,0.363175985,0.399347621,0.909423182,0.363725266,-0.419530971,1.14588294
fm_all_lbw_2014to2018,asian,-0.141362763,0.174853516,-0.808463944,0.419348738,-0.484069356,0.20134383
fm_all_lbw_2014to2018,ba,-0.006913686,0.02260078,-0.305904769,0.759851077,-0.051210401,0.037383028
fm_all_lbw_2014to2018,black,0.083730277,0.023580435,3.55083682,0.000434131,0.037513473,0.12994708
fm_all_lbw_2014to2018,drug_death_per_100000,0.000564032,0.001343902,0.419697465,0.674952727,-0.002069967,0.003198032
fm_all_lbw_2014to2018,fertilizer_per_sqr_mile,-0.005072943,0.003141175,-1.614982627,0.107176151,-0.011229532,0.001083647
fm_all_lbw_2014to2018,herbicide_per_sqr_mile,0.000175129,0.002500574,0.070035705,0.94420349,-0.004725905,0.005076164
fm_all_lbw_2014to2018,hispanic,0.013850907,0.00928423,1.491874691,0.136593408,-0.004345849,0.032047663
fm_all_lbw_2014to2018,hs,0.015026923,0.023348856,0.643582867,0.520249014,-0.030735993,0.06078984
fm_all_lbw_2014to2018,insecticide_per_sqr_mile,0.000826174,0.00198202,0.416834364,0.677043929,-0.003058514,0.004710863
fm_all_lbw_2014to2018,insured,0.048367505,0.0229688,2.105791608,0.03590314,0.003349485,0.093385525
fm_all_lbw_2014to2018,marital,-0.042240902,0.021767709,-1.940530472,0.053082865,-0.084904828,0.000423023
fm_all_lbw_2014to2018,maternal_care_code,0.049562217,0.178704558,0.277341651,0.781674361,-0.30069228,0.399816714
fm_all_lbw_2014to2018,multiracial,-0.011006209,0.045302909,-0.242947074,0.808182494,-0.099798279,0.07778586
fm_all_lbw_2014to2018,native,-0.022766143,0.024070273,-0.945819917,0.344864438,-0.069943011,0.024410724
fm_all_lbw_2014to2018,pacific,-0.515869558,0.708472244,-0.728143639,0.466991249,-1.90444964,0.872710525
fm_all_lbw_2014to2018,pop_per_sqr_mile,-0.000140729,0.000680824,-0.206704004,0.836355975,-0.001475119,0.001193661
fm_all_lbw_2014to2018,poverty,0.076198934,0.023642031,3.223028238,0.00138229,0.029861404,0.122536463
fm_all_lbw_2014to2018,white,0.010053893,0.018980889,0.529685049,0.596651464,-0.027147966,0.047255753
fm_hor_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.000882366,0.000671605,1.313816348,0.189730915,-0.000433956,0.002198687
fm_hor_lbw_2014to2018,all_hormone_wells_2014to2018,0.819947937,0.688907541,1.19021478,0.234733419,-0.530286032,2.170181906
fm_hor_lbw_2014to2018,asian,-0.138583325,0.174578238,-0.793817872,0.427815822,-0.480750384,0.203583733
fm_hor_lbw_2014to2018,ba,-0.007075564,0.022582623,-0.313318972,0.754216812,-0.051336692,0.037185563
fm_hor_lbw_2014to2018,black,0.085467205,0.023668917,3.610947061,0.000347619,0.039076981,0.131857429
fm_hor_lbw_2014to2018,drug_death_per_100000,0.000520965,0.001340614,0.388601714,0.697796754,-0.002106591,0.003148521
fm_hor_lbw_2014to2018,fertilizer_per_sqr_mile,-0.005116149,0.003136715,-1.63105326,0.103739235,-0.011263998,0.001031699
fm_hor_lbw_2014to2018,herbicide_per_sqr_mile,0.000200689,0.002496036,0.080402946,0.93596073,-0.004691451,0.005092829
fm_hor_lbw_2014to2018,hispanic,0.013638536,0.009275404,1.470398045,0.14231312,-0.004540922,0.031817993
fm_hor_lbw_2014to2018,hs,0.014550775,0.023337099,0.623503986,0.533341748,-0.0311891,0.060290649
fm_hor_lbw_2014to2018,insecticide_per_sqr_mile,0.000853824,0.001979821,0.431263462,0.666530714,-0.003026553,0.004734202
fm_hor_lbw_2014to2018,insured,0.048890632,0.022960036,2.129379631,0.0338898,0.003889789,0.093891476
fm_hor_lbw_2014to2018,marital,-0.042190205,0.02173289,-1.94130675,0.052988331,-0.084785886,0.000405476
fm_hor_lbw_2014to2018,maternal_care_code,0.043154871,0.178719694,0.241466789,0.809328577,-0.307129294,0.393439035
fm_hor_lbw_2014to2018,multiracial,-0.009200135,0.045326487,-0.202974801,0.83926752,-0.098038417,0.079638148
fm_hor_lbw_2014to2018,native,-0.020692743,0.024200242,-0.855063496,0.393075369,-0.068124346,0.026738859
fm_hor_lbw_2014to2018,pacific,-0.510180064,0.707541648,-0.721060118,0.47133285,-1.896936211,0.876576083
fm_hor_lbw_2014to2018,pop_per_sqr_mile,-0.000135116,0.000679554,-0.198830387,0.842505828,-0.001467017,0.001196785
fm_hor_lbw_2014to2018,poverty,0.077098349,0.023626879,3.263162605,0.001205446,0.030790516,0.123406181
fm_hor_lbw_2014to2018,white,0.012316049,0.019191903,0.64173149,0.521449232,-0.025299391,0.049931488
fm_est_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.000849077,0.000670433,1.266460959,0.206153505,-0.000464947,0.0021631
fm_est_lbw_2014to2018,all_est_wells_2014to2018,1.146473898,1.201733186,0.954017007,0.340704683,-1.208879866,3.501827661
fm_est_lbw_2014to2018,asian,-0.140685559,0.174789488,-0.804885698,0.421408184,-0.483266661,0.201895543
fm_est_lbw_2014to2018,ba,-0.006922223,0.022598179,-0.306317717,0.759536926,-0.051213839,0.037369394
fm_est_lbw_2014to2018,black,0.084120955,0.023609335,3.563037917,0.000415085,0.037847509,0.130394401
fm_est_lbw_2014to2018,drug_death_per_100000,0.000562432,0.00134343,0.418653688,0.675714808,-0.002070642,0.003195506
fm_est_lbw_2014to2018,fertilizer_per_sqr_mile,-0.005137689,0.003145914,-1.633130756,0.103301428,-0.011303567,0.001028189
fm_est_lbw_2014to2018,herbicide_per_sqr_mile,0.000180576,0.002499885,0.072233648,0.942455424,-0.004719108,0.005080259
fm_est_lbw_2014to2018,hispanic,0.013873514,0.009277858,1.495335878,0.13568852,-0.004310754,0.032057781
fm_est_lbw_2014to2018,hs,0.015030157,0.023345911,0.643802528,0.520106706,-0.030726989,0.060787302
fm_est_lbw_2014to2018,insecticide_per_sqr_mile,0.000875002,0.001985403,0.440717469,0.659677742,-0.003016316,0.004766319
fm_est_lbw_2014to2018,insured,0.048181114,0.022961618,2.098332741,0.036560735,0.00317717,0.093185057
fm_est_lbw_2014to2018,marital,-0.042125177,0.021768899,-1.935108266,0.053747128,-0.084791436,0.000541082
fm_est_lbw_2014to2018,maternal_care_code,0.052042353,0.178639,0.291326937,0.77096632,-0.298083654,0.40216836
fm_est_lbw_2014to2018,multiracial,-0.011154842,0.045285424,-0.246323017,0.805570281,-0.099912643,0.077602958
fm_est_lbw_2014to2018,native,-0.022280426,0.024113615,-0.923976997,0.356107045,-0.069542244,0.024981392
fm_est_lbw_2014to2018,pacific,-0.524460332,0.707759066,-0.74101535,0.459159288,-1.91164261,0.862721947
fm_est_lbw_2014to2018,pop_per_sqr_mile,-0.000148137,0.000679921,-0.217873741,0.827648906,-0.001480758,0.001184484
fm_est_lbw_2014to2018,poverty,0.075887219,0.023582432,3.217955622,0.001406277,0.029666502,0.122107935
fm_est_lbw_2014to2018,white,0.010432859,0.019021655,0.548472747,0.58370173,-0.026848899,0.047714618
fm_test_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.000850922,0.000672163,1.265945745,0.206337708,-0.000466493,0.002168338
fm_test_lbw_2014to2018,all_test_wells_2014to2018,0.883137072,1.095908458,0.805849308,0.420852996,-1.264804036,3.031078181
fm_test_lbw_2014to2018,asian,-0.133022926,0.174731196,-0.761300378,0.446967907,-0.475489776,0.209443925
fm_test_lbw_2014to2018,ba,-0.006372883,0.022618928,-0.281750002,0.778294448,-0.050705167,0.037959401
fm_test_lbw_2014to2018,black,0.084240428,0.023695965,3.555053651,0.000427457,0.037797189,0.130683666
fm_test_lbw_2014to2018,drug_death_per_100000,0.000509619,0.001341984,0.379750178,0.704351121,-0.002120621,0.003139858
fm_test_lbw_2014to2018,fertilizer_per_sqr_mile,-0.004916542,0.003132765,-1.569394114,0.117420235,-0.011056648,0.001223563
fm_test_lbw_2014to2018,herbicide_per_sqr_mile,4.76E-05,0.002493027,0.019111572,0.984762514,-0.004838598,0.004933889
fm_test_lbw_2014to2018,hispanic,0.014099213,0.009270689,1.520837608,0.129164017,-0.004071004,0.032269429
fm_test_lbw_2014to2018,hs,0.014747024,0.023363861,0.631189516,0.528310592,-0.031045302,0.060539351
fm_test_lbw_2014to2018,insecticide_per_sqr_mile,0.000808577,0.001982213,0.407916323,0.683573622,-0.003076489,0.004693643
fm_test_lbw_2014to2018,insured,0.048885582,0.023003807,2.125108369,0.034247015,0.00379895,0.093972215
fm_test_lbw_2014to2018,marital,-0.042226923,0.021787119,-1.938159994,0.053372415,-0.084928891,0.000475046
fm_test_lbw_2014to2018,maternal_care_code,0.04116858,0.179346661,0.229547515,0.818571621,-0.310344416,0.392681577
fm_test_lbw_2014to2018,multiracial,-0.009679566,0.045452158,-0.212961642,0.831475448,-0.098764158,0.079405026
fm_test_lbw_2014to2018,native,-0.02225754,0.024205697,-0.919516586,0.358431048,-0.069699835,0.025184755
fm_test_lbw_2014to2018,pacific,-0.529350345,0.708025052,-0.747643525,0.455155287,-1.917053948,0.858353257
fm_test_lbw_2014to2018,pop_per_sqr_mile,-0.000167249,0.000679271,-0.24621903,0.805650711,-0.001498595,0.001164097
fm_test_lbw_2014to2018,poverty,0.076119069,0.023688455,3.21334037,0.001428435,0.02969055,0.122547588
fm_test_lbw_2014to2018,white,0.010385903,0.019134588,0.542781618,0.587610539,-0.027117201,0.047889006
nm_all_ptb,acres_ag_land_per_sqr_mile,-0.000544943,0.000506755,-1.075357864,0.282418147,-0.001538164,0.000448278
nm_all_ptb,all_wells,0.61289535,0.235747289,2.599798083,0.009435709,0.150839154,1.074951546
nm_all_ptb,asian,-0.053632412,0.044841116,-1.196054356,0.231897901,-0.141519385,0.03425456
nm_all_ptb,ba,-0.042126768,0.010920582,-3.857557081,0.000120253,-0.063530714,-0.020722821
nm_all_ptb,black,0.030321509,0.018000507,1.684480866,0.092333711,-0.004958836,0.065601854
nm_all_ptb,drug_death_per_100000,-0.000816675,0.000798082,-1.023297279,0.306361573,-0.002380886,0.000747537
nm_all_ptb,fertilizer_per_sqr_mile,-0.001939483,0.002088638,-0.928587534,0.353278781,-0.006033139,0.002154172
nm_all_ptb,herbicide_per_sqr_mile,-9.12E-05,0.00172542,-0.052847637,0.957861591,-0.003472946,0.003290577
nm_all_ptb,hispanic,-0.0090599,0.005780355,-1.567360632,0.117278751,-0.020389187,0.002269387
nm_all_ptb,hs,-0.037636617,0.015555907,-2.419442192,0.01568362,-0.068125634,-0.0071476
nm_all_ptb,insecticide_per_sqr_mile,0.001279095,0.001337971,0.955995922,0.33925566,-0.00134328,0.00390147
nm_all_ptb,insured,0.018174944,0.014227468,1.277454622,0.201674532,-0.00971038,0.046060269
nm_all_ptb,marital,-0.014854629,0.013367409,-1.111257174,0.266667339,-0.041054268,0.011345011
nm_all_ptb,maternal_care_code,-0.143835292,0.116948826,-1.229899413,0.21896184,-0.373050779,0.085380194
nm_all_ptb,multiracial,-0.012063072,0.033737578,-0.357555953,0.72073487,-0.078187509,0.054061366
nm_all_ptb,native,0.005162154,0.019084718,0.27048629,0.786829975,-0.032243205,0.042567514
nm_all_ptb,pacific,0.148237009,0.162845286,0.910293524,0.362839921,-0.170933886,0.467407905
nm_all_ptb,pop_per_sqr_mile,0.003370504,0.001544356,2.182465171,0.029257337,0.000343621,0.006397387
nm_all_ptb,poverty,0.063556434,0.013986135,4.54424557,6.04E-06,0.036144112,0.090968755
